,,shift,0.71528,TCTemp3
3.905,19.87052049,19.79781312,20.02159,20.73687 
4.006,19.90350666,19.86815256,20.63731,21.35259 
4.105,19.88083758,20.04415886,20.90988,21.62516 
4.204,19.84228338,19.75046695,20.50506,21.22034 
4.306,19.86109787,19.88956997,20.57705,21.29233 
4.405,19.92185959,20.07908283,20.65950,21.37478 
4.505,19.93077919,20.1193976,20.46975,21.18503 
4.605,19.80319609,19.96352036,20.36314,21.07841 
4.705,19.70250217,19.87728117,19.37680,20.09207 
4.805,19.86896547,20.12342769,19.63777,20.35305 
4.906,19.96077012,20.11956736,21.81613,22.53141 
5.004,19.79059457,19.94254045,21.38710,22.10237 
5.105,19.70498715,20.03388398,20.31423,21.02951 
5.205,19.76034948,20.11222753,20.75780,21.47308 
5.305,19.83778663,20.0722393,21.14978,21.86506 
5.405,19.79090349,20.09542913,21.78818,22.50346 
5.506,19.79734872,19.86033267,21.06882,21.78410 
5.605,19.86940889,19.92350369,21.21765,21.93293 
5.705,19.82643782,20.25385389,21.36745,22.08273 
5.806,19.74903467,19.9173999,20.28176,20.99703 
5.906,19.84517385,19.79807336,20.52596,21.24124 
6.005,19.87484347,20.22623209,21.35069,22.06597 
6.104,19.83438168,20.41887635,21.09296,21.80824 
6.205,19.81207068,20.27791639,20.80546,21.52073 
6.306,19.77372169,19.93118599,20.77652,21.49180 
6.404,19.88283299,20.02018172,20.92039,21.63566 
6.505,19.93210654,20.24033308,21.78718,22.50246 
6.606,19.8332451,20.20605589,21.18441,21.89969 
6.705,19.8633984,20.26001103,19.90026,20.61554 
6.811,19.91910498,20.25864877,21.03559,21.75087 
6.906,19.88703258,20.0354475,21.24661,21.96189 
7.005,19.83897454,20.00491611,20.21778,20.93306 
7.106,19.8328165,20.11950828,20.18435,20.89963 
7.204,19.94464833,20.1880477,20.67144,21.38672 
7.306,20.01023038,20.36350181,21.78851,22.50379 
7.405,19.84553198,20.13192335,21.48514,22.20042 
7.506,19.82129737,19.72984045,19.96407,20.67935 
7.605,19.91572975,20.21660698,20.10739,20.82267 
7.705,19.94060224,20.20073946,20.77955,21.49483 
7.895,19.91702519,19.84451171,21.12682,21.84210 
7.971,19.95200895,19.9212535,20.95807,21.67335 
8.014,19.91877359,19.96269753,20.02935,20.74463 
8.106,19.91498891,20.24500597,20.08693,20.80221 
8.218,19.80536347,20.00062268,20.38862,21.10390 
8.317,19.82197302,19.87545843,19.13133,19.84661 
8.406,19.97889034,20.33660356,20.95795,21.67323 
8.505,19.8241516,20.22333333,22.26822,22.98350 
8.606,19.81170551,19.96479893,19.71710,20.43238 
8.705,19.84625906,19.90941743,20.13697,20.85225 
8.951,19.90543994,19.8942606,21.37916,22.09444 
9.032,19.89326829,20.0864429,21.60511,22.32039 
9.076,19.78883342,20.16345699,20.87901,21.59429 
9.126,19.82587555,19.83139467,20.28759,21.00287 
9.21,19.87166134,19.88702033,20.95520,21.67048 
9.326,19.83647559,20.09893073,21.15731,21.87259 
9.419,19.82962694,19.82924513,20.62452,21.33980 
9.553,19.8807044,20.0682391,20.87738,21.59265 
9.606,19.8950071,20.36557742,20.98822,21.70350 
9.744,19.88893765,20.21711282,20.69791,21.41319 
9.804,19.79903489,19.96878662,20.65445,21.36973 
9.905,19.71569885,19.92593665,20.32325,21.03853 
10.006,19.87225928,20.18670585,20.32699,21.04227 
10.105,19.94363698,20.22695513,21.98844,22.70372 
10.205,19.80150669,19.97547579,21.72358,22.43886 
10.306,19.78767013,20.06045484,20.29777,21.01304 
10.405,19.84409781,20.10374014,20.83747,21.55275 
10.506,19.82542787,20.08436234,20.75438,21.46966 
10.604,19.82013325,20.08712168,20.62515,21.34043 
10.705,19.8496706,20.08648562,21.11532,21.83060 
10.806,19.86950507,20.12882199,21.43765,22.15293 
10.906,19.82819128,20.27454291,21.28263,21.99791 
11.005,19.78509344,19.88765725,20.22108,20.93636 
11.105,19.86329706,19.74654505,20.49404,21.20932 
11.206,19.864709,20.22497466,21.39041,22.10568 
11.304,19.83131786,20.25814228,21.04853,21.76381 
11.405,19.82536828,20.04542629,20.75909,21.47437 
11.506,19.79145137,19.87952759,20.81502,21.53030 
11.605,19.89251991,19.98641355,20.83928,21.55456 
11.704,19.91702518,20.22988022,20.98117,21.69645 
11.805,19.78031195,20.17924481,20.77786,21.49313 
11.905,19.80027208,20.25356718,20.00543,20.72071 
12.005,19.92086644,20.26975109,21.19676,21.91204 
12.105,19.80794865,20.02686831,21.60458,22.31986 
12.206,19.70755639,19.98602458,20.42822,21.14350 
12.306,19.77412169,20.15784548,21.01109,21.72637 
12.404,19.90036155,20.18850243,21.91685,22.63213 
12.506,19.92953859,20.15515967,22.13504,22.85032 
12.605,19.79977619,19.99006081,21.39004,22.10532 
12.705,19.73851891,19.85214478,20.32340,21.03867 
12.805,19.85004238,20.25288867,20.56425,21.27952 
12.969,19.8688892,20.27112454,20.98141,21.69669 
13.006,19.88701613,19.90571329,21.30212,22.01740 
13.105,19.8908805,20.11812001,21.35972,22.07500 
13.204,19.87485273,20.29286269,20.51862,21.23390 
13.305,19.82829894,20.22132565,19.97376,20.68904 
13.406,19.81144459,20.05247715,20.47642,21.19169 
13.505,19.84037548,20.02543504,20.92555,21.64083 
13.605,19.93605627,20.27530364,21.57409,22.28937 
13.706,19.90095069,20.24741706,21.93490,22.65018 
13.805,19.77310045,20.01047781,20.14920,20.86448 
13.905,19.88702071,19.93561423,20.10159,20.81687 
14.005,19.93214921,19.97213054,21.52789,22.24317 
14.106,19.85499059,20.10347529,20.84545,21.56072 
14.205,19.80625475,20.22246293,20.09336,20.80864 
14.304,19.84428095,20.00169677,20.21490,20.93018 
14.405,19.89457768,19.96225768,20.91644,21.63172 
14.505,19.81855685,20.01449755,21.12520,21.84048 
14.606,19.83479095,19.78665512,20.50594,21.22122 
14.704,19.90924433,19.95047123,20.70471,21.41999 
14.805,19.93192746,20.29291874,20.96844,21.68372 
14.905,19.87194015,19.98169103,20.59427,21.30955 
15.005,19.80208547,19.75748098,20.56891,21.28419 
15.106,19.78875946,19.89914846,20.30526,21.02054 
15.206,19.87689241,20.14298692,20.21379,20.92907 
15.305,19.9144798,20.11135534,21.16118,21.87646 
15.405,19.77073191,19.89658822,21.25413,21.96941 
15.506,19.7632407,20.01271391,20.29229,21.00757 
15.605,19.80767208,20.14358403,20.92574,21.64102 
15.705,19.72750787,20.03407185,21.08762,21.80290 
15.804,19.75408416,20.06614979,20.79096,21.50624 
15.906,19.81362273,20.0932401,22.05487,22.77014 
16.006,19.86447423,20.04400205,22.12577,22.84105 
16.105,19.81669716,20.08730999,21.55541,22.27068 
16.206,19.70926684,19.88136005,20.68669,21.40197 
16.306,19.85000207,19.64936052,20.26269,20.97797 
16.406,19.83173656,20.30332262,21.61811,22.33339 
16.512,19.73701183,20.36323615,21.41574,22.13101 
16.606,19.79223445,20.03671205,20.78819,21.50347 
16.705,19.82094512,20.14050497,20.99529,21.71056 
16.806,19.82430681,20.14413115,20.89982,21.61509 
16.904,19.85710032,20.45387268,21.45357,22.16885 
17.005,19.75584162,20.13105231,21.14474,21.86002 
17.106,19.84858992,20.12097994,20.54665,21.26193 
17.205,19.96111361,20.54685044,22.04498,22.76026 
17.305,19.73471713,19.99150314,21.86422,22.57950 
17.405,19.80038078,19.86340445,19.69221,20.40748 
17.639,19.91024902,20.18461796,21.33877,22.05405 
17.64,19.97877689,20.18948062,21.73538,22.45066 
17.705,19.98090407,20.21196641,21.30976,22.02503 
17.806,19.79654957,19.98620043,21.25828,21.97356 
17.906,19.84972929,19.99636261,19.43439,20.14967 
18.005,19.99656229,20.46540691,20.72220,21.43748 
18.106,19.86107558,20.27340206,21.78893,22.50421 
18.205,19.91807011,19.69716356,20.71615,21.43143 
18.306,19.95489286,20.132411,20.96724,21.68252 
18.404,19.87394552,20.23912505,20.49609,21.21136 
18.505,19.85416529,19.91954128,20.10566,20.82094 
18.606,19.82565873,19.97618888,20.71191,21.42719 
18.705,19.8719587,19.91923514,20.70641,21.42169 
18.805,19.96472417,20.24223843,20.90496,21.62023 
18.95,19.89811823,20.36099156,21.35485,22.07013 
19.007,19.74691318,19.92293638,20.30012,21.01540 
19.107,19.89335365,19.89985712,20.08595,20.80123 
19.217,19.90724382,19.9553542,21.73883,22.45410 
19.306,19.79494178,20.05299054,21.20584,21.92111 
19.405,19.77246926,20.22468598,20.50966,21.22493 
19.505,19.82969926,20.02462551,21.38048,22.09576 
19.606,19.87770217,19.80486071,21.70538,22.42066 
19.712,19.83143168,19.85706285,21.46543,22.18071 
19.805,19.80708505,19.82604594,20.86414,21.57942 
19.905,19.88963425,20.02792796,21.07888,21.79416 
20.005,19.8773275,20.39230522,21.41617,22.13145 
20.106,19.8481173,20.03970357,20.97428,21.68956 
20.205,19.80296118,19.84919229,20.91893,21.63421 
20.304,19.79088554,20.1950239,20.72290,21.43818 
20.406,19.81444781,20.28461985,20.54601,21.26129 
20.505,19.90095929,20.12156071,21.55089,22.26617 
20.607,19.76296303,19.92584501,22.13427,22.84955 
20.706,19.77629468,20.08293192,21.31761,22.03289 
20.805,19.8402993,20.1838334,21.34292,22.05820 
20.905,19.74429727,20.05614162,21.28669,22.00197 
21.005,19.84828548,20.11450176,20.95674,21.67202 
21.106,19.92989868,20.16502951,22.30430,23.01958 
21.205,19.91705368,20.044476,22.22643,22.94171 
21.306,19.82125411,20.09472639,20.58053,21.29581 
21.404,19.76298397,19.99166759,20.24090,20.95618 
21.506,19.89496481,19.94716844,20.89095,21.60622 
21.606,19.89726938,20.28879164,21.78933,22.50460 
21.706,19.85902713,20.30649167,21.38905,22.10432 
21.804,19.86876641,20.01080859,20.88226,21.59753 
21.905,19.87578238,20.10939815,21.29546,22.01074 
22.006,19.86897903,20.0031198,21.22614,21.94142 
22.105,19.8792621,19.98386429,21.20396,21.91924 
22.205,19.88588205,20.13183994,21.43578,22.15105 
22.306,19.86480298,20.2541073,21.15868,21.87396 
22.406,19.92036357,20.250345,21.04814,21.76342 
22.505,19.81607965,19.96869417,21.16978,21.88506 
22.605,19.74142459,19.8999529,20.56537,21.28065 
22.705,19.8733416,20.16575197,21.05616,21.77144 
22.87,19.92448967,20.16785394,22.27806,22.99334 
22.905,19.86351874,20.08282921,21.54621,22.26149 
23.005,19.78673628,20.1027206,21.68228,22.39756 
23.106,19.80224534,20.03592193,21.56075,22.27602 
23.206,19.94374291,20.08861092,20.96326,21.67854 
23.305,19.89295363,20.1762061,21.69479,22.41007 
23.405,19.89110888,19.84626159,21.60158,22.31686 
23.506,19.94884823,20.0638018,21.37557,22.09085 
23.604,19.88525534,20.31322685,20.96847,21.68375 
23.705,19.85848005,20.01549867,20.23100,20.94628 
23.806,19.88264646,20.06176934,20.87836,21.59364 
23.906,19.91681392,20.28786414,21.42803,22.14331 
24.005,19.9126236,20.33005751,21.47799,22.19326 
24.106,19.87564604,20.23089141,21.59779,22.31307 
24.206,19.83263349,19.99793101,21.19272,21.90800 
24.305,19.9593372,19.92567961,21.15704,21.87231 
24.405,19.99942193,19.98765607,22.11198,22.82726 
24.505,19.84558828,20.13218194,21.34576,22.06104 
24.606,19.9246218,20.23491659,20.58546,21.30074 
24.706,19.97412638,20.03883656,21.65715,22.37242 
24.806,19.92798548,19.82687191,21.26201,21.97729 
24.905,19.89364845,19.92573094,20.60612,21.32140 
25.006,19.90350851,20.04097108,20.80871,21.52399 
25.156,19.97238842,20.16229452,21.20756,21.92284 
25.205,19.97381306,20.35122758,21.45836,22.17364 
25.306,19.89443191,19.99055371,20.99242,21.70770 
25.406,19.84817702,19.77581852,20.85906,21.57434 
25.504,19.83224401,20.18291956,20.80986,21.52514 
25.605,19.86597119,20.11481905,20.60871,21.32399 
25.705,19.9476628,19.90190897,21.48464,22.19992 
25.806,19.89767416,19.9328229,22.31005,23.02533 
25.906,19.83306732,20.02666769,21.35199,22.06727 
26.005,19.84696859,20.14294342,20.60265,21.31793 
26.105,19.77535106,20.00189821,20.82839,21.54367 
26.206,19.84286677,20.04972046,21.11607,21.83134 
26.306,19.94253868,20.14270025,22.50956,23.22484 
26.405,19.84771434,20.02604897,22.41965,23.13492 
26.506,19.75523347,20.04209151,20.75862,21.47390 
26.604,19.78819934,20.01028926,21.10378,21.81906 
26.705,19.86410625,19.87459977,21.93365,22.64893 
26.805,19.89743503,20.02225941,22.03384,22.74912 
26.906,19.80206828,20.30149095,21.74258,22.45786 
27.004,19.82592784,20.01191039,21.19427,21.90955 
27.105,19.85733782,20.08196213,21.56650,22.28178 
27.206,19.84843037,20.10292106,21.53431,22.24958 
27.305,19.89907392,19.98220528,21.41203,22.12731 
27.405,19.86968881,20.35337657,21.73351,22.44879 
27.506,19.87402179,20.49120758,21.41068,22.12596 
27.605,19.90915674,20.30786809,21.20701,21.92228 
27.705,19.86189557,20.02364173,21.58804,22.30332 
27.805,19.77321981,19.97997204,21.61988,22.33515 
27.906,19.92516746,20.26010041,21.77412,22.48940 
28.005,19.96557665,20.24487812,22.42288,23.13816 
28.105,19.89973356,20.10441169,21.59015,22.30543 
28.27,19.92855672,20.13769424,21.48038,22.19566 
28.305,19.88048775,20.06781467,21.68061,22.39589 
28.405,19.92304886,20.09462759,20.32302,21.03830 
28.505,19.97468788,20.20129909,20.67620,21.39147 
28.606,19.97499436,20.11164442,21.61117,22.32645 
28.705,20.00627526,20.12103354,21.36594,22.08122 
28.806,19.92241095,20.31473471,21.01634,21.73161 
28.905,19.8772451,19.90981331,20.33627,21.05155 
29.006,19.89757952,19.9861868,20.76649,21.48177 
29.105,19.91014383,20.2786001,21.31368,22.02896 
29.206,19.93479157,20.01584006,21.05818,21.77346 
29.305,19.89686453,20.23341364,21.81651,22.53179 
29.405,19.84714823,19.88383081,21.28360,21.99888 
29.506,19.95144203,19.79534294,20.36799,21.08326 
29.605,19.93891837,20.16986817,21.64458,22.35986 
29.705,19.74186216,19.95043953,21.17087,21.88614 
29.806,19.9085817,20.11016995,20.20460,20.91988 
29.906,19.87252753,19.96064688,21.93106,22.64634 
30.004,19.81053549,19.85672795,21.37870,22.09398 
30.105,19.81914893,20.04332563,21.23343,21.94871 
30.206,19.75975519,19.81783128,21.76174,22.47702 
30.368,19.95432042,19.98403205,21.30407,22.01935 
30.405,19.93973514,20.373371,22.45475,23.17003 
30.506,19.77627912,19.89216257,21.29899,22.01426 
30.605,19.83755214,19.7463971,20.80176,21.51704 
30.705,19.78188377,20.20018063,21.22512,21.94040 
30.806,19.83481465,20.1665896,20.88231,21.59759 
30.906,19.91817126,19.97907313,21.77247,22.48775 
31.005,19.8210676,20.1743856,22.53684,23.25212 
31.105,19.79051764,20.19278832,21.44594,22.16122 
31.206,19.7694737,20.20171969,20.74343,21.45871 
31.305,19.73300539,20.06448377,21.52666,22.24194 
31.405,19.852111,20.03610068,22.23180,22.94708 
31.505,19.93730856,20.17747444,22.86247,23.57775 
31.606,19.83204902,20.07180242,22.55548,23.27076 
31.706,19.7886414,20.07078673,20.78811,21.50339 
31.806,19.87297216,20.04923542,21.14349,21.85877 
31.905,19.90254952,19.88834385,21.93522,22.65050 
32.006,19.88882039,20.10736512,21.26787,21.98315 
32.105,19.80842962,20.32041239,21.14528,21.86056 
32.204,19.83606651,20.23951851,21.18327,21.89855 
32.305,19.89670286,20.12909302,21.61945,22.33473 
32.405,19.85990503,20.10476258,21.64630,22.36158 
32.506,19.8632055,19.94836164,21.38684,22.10212 
32.604,19.88627413,20.2947462,21.73483,22.45011 
32.706,19.81799518,20.41924562,21.55422,22.26950 
32.805,19.8772245,19.99281941,21.20245,21.91773 
32.906,19.84517284,19.85353809,21.64591,22.36118 
33.006,19.80370934,19.99205548,21.72925,22.44453 
33.105,19.86808156,20.1614094,21.36700,22.08228 
33.205,19.94877514,20.22904816,21.72156,22.43684 
33.306,19.84868456,20.04117602,21.81988,22.53516 
33.406,19.88298106,20.11801104,21.55153,22.26681 
33.506,19.82538651,20.07298455,21.89934,22.61462 
33.669,19.8187753,20.03121241,20.54870,21.26398 
33.705,19.86876211,20.20306956,21.33858,22.05386 
33.806,19.87167925,20.07604773,22.92494,23.64022 
33.905,19.90911167,20.0142648,21.71868,22.43396 
34.006,19.8885936,20.15822542,21.39958,22.11486 
34.105,19.77907232,19.96487548,20.92410,21.63938 
34.205,19.8725807,19.9776557,21.15305,21.86833 
34.306,19.8986327,20.3037388,21.89338,22.60866 
34.405,19.85776974,20.14269257,21.73904,22.45432 
34.505,19.84028541,20.13071387,21.79794,22.51322 
34.606,19.80450248,20.22479464,21.62957,22.34484 
34.706,19.82543074,20.02231583,21.12980,21.84508 
34.813,19.85702656,20.00311579,21.56326,22.27854 
34.905,19.80599933,20.12107794,21.98151,22.69679 
35.006,19.87001097,20.19021526,21.66085,22.37613 
35.105,19.93671383,20.09354734,22.08096,22.79624 
35.205,19.82003976,19.81388188,21.70731,22.42259 
35.305,19.84452107,19.9254269,20.88427,21.59955 
35.406,19.93171933,20.0571652,21.99796,22.71324 
35.506,19.90197873,20.10272821,21.88639,22.60167 
35.606,19.87947489,20.11822471,20.80006,21.51534 
35.734,19.83029752,20.07584495,20.90604,21.62131 
35.87,19.79909194,20.00853494,21.16150,21.87677 
35.906,19.81040747,20.18748475,21.15401,21.86929 
36.006,19.8142404,20.1421885,21.03007,21.74535 
36.105,19.88656456,19.83764929,21.76415,22.47943 
36.206,19.85984602,20.11019582,22.57876,23.29404 
36.306,19.76809434,20.09231628,21.44156,22.15684 
36.406,19.75154305,19.89420926,20.73778,21.45306 
36.506,19.78736773,19.97171399,21.76025,22.47553 
36.605,19.81322862,19.99001254,22.30628,23.02156 
36.704,19.90946737,20.13371732,22.03492,22.75020 
36.805,19.82785409,20.08149148,22.01916,22.73444 
36.906,19.72921349,19.98570523,21.01794,21.73322 
37.005,19.80642482,20.01953091,21.18015,21.89543 
37.105,19.81285441,19.90317338,22.24096,22.95624 
37.205,19.79374039,20.04358886,21.57924,22.29452 
37.306,19.76476754,20.34258273,21.76525,22.48053 
37.405,19.82689788,20.21678588,22.39304,23.10832 
37.505,19.86309235,19.95686958,22.18172,22.89700 
37.606,19.83003522,19.9829238,21.79819,22.51347 
37.706,19.82405396,20.02545649,21.62893,22.34421 
37.806,19.88413578,20.37051272,22.07513,22.79041 
37.905,19.82987578,20.49553226,21.89925,22.61453 
38.006,19.84076393,20.03940088,21.41006,22.12533 
38.105,19.86183508,20.04616299,21.92044,22.63572 
38.205,19.78284293,20.26485972,22.05414,22.76942 
38.306,19.80628815,20.25438654,21.57038,22.28566 
38.406,19.92513765,20.22113094,22.04179,22.75707 
38.505,19.86790067,20.10850795,22.62093,23.33621 
38.606,19.9047553,20.16385759,22.33627,23.05155 
38.706,19.83161181,20.13963997,21.99742,22.71270 
38.806,19.83108929,20.08774058,20.91052,21.62580 
38.905,19.88598226,20.19605709,21.07264,21.78792 
39.005,19.99149901,20.1569381,22.80271,23.51798 
39.106,19.91916937,20.02667284,21.93938,22.65466 
39.205,19.83642213,20.09839622,20.28682,21.00210 
39.305,19.79782067,20.18472816,20.33980,21.05508 
39.405,19.87713972,20.14857141,21.15576,21.87104 
39.505,19.90145072,20.2809954,21.97152,22.68679 
39.606,19.87560033,20.13284197,21.68124,22.39652 
39.706,19.86901558,20.06776634,21.56784,22.28312 
39.805,19.86041638,20.21643515,21.59109,22.30637 
39.906,19.82782128,19.88226397,21.22992,21.94520 
40.006,19.87083491,19.77487359,21.49863,22.21391 
40.106,19.8464006,20.11701069,21.96908,22.68436 
40.205,19.81692685,20.15654707,21.56252,22.27780 
40.306,19.87690056,20.05588984,21.27723,21.99250 
40.405,19.7837641,19.77912899,21.29059,22.00587 
40.506,19.7985031,19.85294172,20.83712,21.55239 
40.606,19.86109802,20.09698533,21.97214,22.68742 
40.706,19.79853775,19.99112544,22.28669,23.00196 
40.804,19.86552028,20.17309497,20.73144,21.44672 
40.906,19.78919363,20.20862042,22.10195,22.81723 
41.005,19.71816672,19.96467291,22.34829,23.06357 
41.106,19.7433568,20.02646272,21.51254,22.22782 
41.205,19.78369543,20.10932169,21.16354,21.87881 
41.306,19.83462156,19.93257772,21.84383,22.55910 
41.405,19.81978674,20.1318402,22.85742,23.57270 
41.505,19.74406033,20.22567271,21.80267,22.51794 
41.605,19.734444,19.98048711,20.88125,21.59652 
41.706,19.77170548,20.19691221,21.94419,22.65947 
41.806,19.81919204,20.3136477,22.50847,23.22375 
41.906,19.81082286,20.21938384,22.39436,23.10964 
42.006,19.76840701,20.09254292,22.40849,23.12377 
42.105,19.76116546,20.05081774,21.89518,22.61045 
42.205,19.88212121,20.11429425,21.78762,22.50290 
42.305,19.85809208,19.9876878,22.41040,23.12567 
42.406,19.80530124,20.09862092,21.62968,22.34496 
42.506,19.86288985,20.43000504,21.58490,22.30018 
42.605,19.88191974,20.25270959,22.37811,23.09339 
42.705,19.88306104,20.00392339,21.41181,22.12709 
42.806,19.82799864,20.07105914,21.04511,21.76039 
42.906,19.84861231,20.28332383,21.57913,22.29441 
43.005,19.86695989,20.44672209,22.02659,22.74187 
43.106,19.82987662,20.48287475,21.88628,22.60156 
43.205,19.87419631,20.06167389,21.32038,22.03566 
43.306,19.8331792,19.93632739,21.80180,22.51708 
43.405,19.7652136,20.22110293,22.02956,22.74483 
43.505,19.82080197,20.08560611,21.52173,22.23701 
43.606,19.90806529,20.03378033,21.97229,22.68757 
43.705,19.93608726,20.09145687,22.63357,23.34885 
43.805,19.86303284,20.12247394,22.03157,22.74685 
43.906,19.85316306,20.15884276,21.10769,21.82297 
44.005,19.81364884,20.0770364,20.64428,21.35956 
44.169,19.88921218,20.14898551,21.17504,21.89032 
44.206,19.99051267,20.17518752,22.92784,23.64312 
44.306,19.84403228,20.01069828,22.33599,23.05126 
44.405,19.79277176,20.10263578,20.28776,21.00304 
44.506,19.79107462,20.1918737,21.43647,22.15175 
44.606,19.84574504,20.04196431,22.01303,22.72831 
44.705,19.86599679,20.10297013,21.91389,22.62917 
44.805,19.8343988,20.1633156,21.89598,22.61126 
44.906,19.84955175,20.09091854,21.71496,22.43024 
45.006,19.83186041,20.27345038,21.88238,22.59766 
45.105,19.81474746,19.98294893,21.48183,22.19711 
45.206,19.85796675,19.81400116,21.58903,22.30431 
45.305,19.81806193,20.3389158,22.21935,22.93463 
45.406,19.83647454,20.41269674,21.78073,22.49601 
45.506,19.83029939,20.08400261,21.38668,22.10196 
45.605,19.80443443,19.85964414,21.84318,22.55846 
45.705,19.79839078,19.88733094,21.94768,22.66295 
45.806,19.8768679,20.15718176,22.28764,23.00292 
45.905,19.84448647,20.13118945,22.31605,23.03133 
46.005,19.84903424,20.13482693,21.07969,21.79496 
46.105,19.90913428,20.15960581,21.50625,22.22153 
46.206,19.81529733,19.99810328,22.14772,22.86300 
46.457,19.77803102,20.06034209,20.64474,21.36001 
46.458,19.81881789,20.1619233,20.55695,21.27222 
46.505,19.86364636,20.15034235,21.92543,22.64071 
46.606,19.85555105,20.14474684,22.73565,23.45093 
46.705,19.75746992,20.2208864,21.76563,22.48090 
46.805,19.73430639,19.94136466,20.75878,21.47406 
46.906,19.80784074,20.09133853,21.70941,22.42469 
47.006,19.82516715,20.27788688,22.54744,23.26271 
47.105,19.84080275,19.97322472,22.31136,23.02664 
47.206,19.82637511,19.92730138,22.21677,22.93205 
47.305,19.77176989,20.00748717,21.95901,22.67429 
47.406,19.82887133,20.01770491,21.35753,22.07281 
47.552,19.87024403,19.97047536,21.48727,22.20255 
47.606,19.77796907,20.02448012,21.45077,22.16605 
47.706,19.85600505,20.42127794,21.51588,22.23116 
47.805,19.79449179,20.22374951,22.73449,23.44977 
47.905,19.77475961,19.80862027,21.15542,21.87070 
48.005,19.80375613,20.0657419,21.20922,21.92450 
48.106,19.81051952,20.23902427,22.51781,23.23309 
48.205,19.85866847,20.29562864,22.67418,23.38946 
48.305,19.82957681,20.27572515,22.03276,22.74804 
48.406,19.82083172,20.07556554,21.48723,22.20251 
48.569,19.80999273,19.96373039,21.97524,22.69052 
48.605,19.79608026,20.29099854,22.39788,23.11316 
48.706,19.82242883,20.12608068,21.71079,22.42607 
48.806,19.93636596,20.08936454,22.03637,22.75165 
48.905,19.91305856,20.34351037,22.93621,23.65149 
49.006,19.8384185,20.25551845,22.21238,22.92766 
49.106,19.8313058,20.17803368,21.22692,21.94220 
49.205,19.81641883,20.09288968,21.33387,22.04915 
49.306,19.92796726,20.18680072,22.05316,22.76844 
49.406,20.01002464,20.22933875,23.09996,23.81524 
49.505,19.87232893,20.02958966,22.29542,23.01070 
49.606,19.85540854,20.13160549,20.39236,21.10763 
49.706,19.91681926,20.24679668,21.12768,21.84295 
49.806,19.91928961,20.09479688,21.85025,22.56552 
49.905,19.91555013,20.08715968,21.09939,21.81467 
50.005,19.86392888,20.25332658,21.37633,22.09160 
50.105,19.89188116,20.28931414,21.70048,22.41576 
50.205,19.89368246,20.2227881,21.84281,22.55809 
50.306,19.88201505,19.95062313,21.49111,22.20639 
50.406,19.89110944,19.72805744,21.25641,21.97169 
