,,shift,3.894646498,TCTemp3
26.007,18.95090486,20.05235022,20.58474372,24.47939022
26.108,18.91926539,19.93554579,21.04611075,24.94075725
26.207,18.97095814,19.97718221,21.1259105,25.020557
26.307,18.96196697,19.98897177,20.82954167,24.72418817
26.406,18.90832933,20.08900053,21.00392196,24.89856846
26.507,18.90719748,20.15208073,20.9022184,24.7968649
26.608,18.92875613,19.74660185,20.40090064,24.29554714
26.77,18.91808845,19.76270233,20.99722464,24.89187114
26.807,18.93901059,20.24922474,21.28840511,25.1830516
26.908,18.93934344,20.26290625,20.62537248,24.52001898
27.007,18.94809145,19.89735348,20.66929059,24.56393708
27.107,18.9216261,19.66582465,21.02797178,24.92261828
27.208,18.8959369,19.87381732,21.06551512,24.96016162
27.308,18.92658002,20.0139445,21.59660279,25.49124928
27.407,18.91139603,19.95456292,21.04935962,24.94400611
27.506,18.88677261,20.04085053,19.99424473,23.88889122
27.608,18.91293026,19.98936601,20.97565443,24.87030093
27.707,18.9073856,19.79070249,20.94490531,24.83955181
27.807,18.91035824,19.93561603,19.49586531,23.3905118
27.907,18.9423317,20.03194497,19.87671813,23.77136463
28.008,18.94734067,19.96290814,21.35148847,25.24613497
28.107,18.91683502,20.06481775,21.88608129,25.78072779
28.206,18.88631569,19.96133619,20.64210107,24.53674757
28.307,18.90851825,19.70499826,19.91631314,23.81095963
28.408,18.95862086,20.07023933,21.23278729,25.12743379
28.507,18.90469327,20.03438204,21.61744729,25.51209379
28.606,18.95061155,19.67310697,21.30136376,25.19601026
28.708,18.9271294,19.86382038,21.44721702,25.34186352
28.807,18.91865426,19.88982862,21.02671,24.9213565
28.908,18.94770476,19.87920908,20.51687471,24.41152121
29.007,18.94740779,19.72581277,20.77887604,24.67352254
29.108,18.96101986,19.95951014,20.39384596,24.28849246
29.207,18.98976194,20.34269228,21.15601419,25.05066069
29.307,18.95302955,20.01568409,21.82583648,25.72048298
29.407,18.96553431,19.75296402,20.52546265,24.42010915
29.507,18.95820304,19.933466,20.82875453,24.72340103
29.608,18.98989178,20.07696857,21.99434904,25.88899554
29.706,19.00596724,20.2008425,21.62869082,25.52333732
29.807,18.96177193,20.11901398,20.95736838,24.85201487
29.908,18.98204139,19.81843087,20.76327692,24.65792342
30.007,19.00988886,19.92495503,21.48912833,25.38377483
30.107,18.9756124,20.15726582,21.32120106,25.21584755
